source_run,trial_id,weight_precision,act,kv,fp_setting,status,accuracy,correct,total,format_error_count,raw_output_count,runtime_sec,gpu,parallel_mode,model_lifecycle,trial_weight_reuse,visible_gpus,model_parallel,decode_weight_residency,gptq_cache_mode,gptq_cache_key,gptq_cache_hit,gptq_cache_path,proxy_cost,weight_bits_proxy,act_bits_proxy,kv_bits_proxy,fp_bits_proxy,server_port,returncode,log_dir,error_message
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E8M5__5a87392f,MXFP_E2M1,MXFP_E4M3,MXFP_E1M2,FP_E8M5,success,0.96,48,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,26,4,8,4,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E8M5__5a87392f,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E2M1__fp-FP_E5M6__d41e9438,MXFP_E2M1,MXFP_E4M3,MXFP_E2M1,FP_E5M6,success,0.08,4,50,1,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,24,4,8,4,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E2M1__fp-FP_E5M6__d41e9438,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E2M3__820bc56f,MXFP_E2M1,MXFP_E4M3,MXFP_E4M3,FP_E2M3,success,0.0,0,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,22,4,8,8,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E2M3__820bc56f,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E8M5__18b01a76,MXFP_E2M1,MXFP_E4M3,MXFP_E4M3,FP_E8M5,success,0.98,49,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,30,4,8,8,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E8M5__18b01a76,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E5M6__850b3da5,MXFP_E2M1,MXFP_E4M3,MXFP_E5M2,FP_E5M6,success,0.94,47,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,28,4,8,8,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E5M6__850b3da5,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E2M3__ad9064dd,MXFP_E2M1,MXFP_E5M2,MXFP_E1M2,FP_E2M3,success,0.0,0,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,18,4,8,4,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E2M3__ad9064dd,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E8M5__5793840e,MXFP_E2M1,MXFP_E5M2,MXFP_E1M2,FP_E8M5,success,0.94,47,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,26,4,8,4,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E8M5__5793840e,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E2M1__fp-FP_E5M6__1913cf40,MXFP_E2M1,MXFP_E5M2,MXFP_E2M1,FP_E5M6,success,0.0,0,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,24,4,8,4,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E2M1__fp-FP_E5M6__1913cf40,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E2M3__8c7bd45c,MXFP_E2M1,MXFP_E5M2,MXFP_E4M3,FP_E2M3,success,0.0,0,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,22,4,8,8,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E2M3__8c7bd45c,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E8M5__e6e952e1,MXFP_E2M1,MXFP_E5M2,MXFP_E4M3,FP_E8M5,success,0.96,48,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,30,4,8,8,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E8M5__e6e952e1,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E5M6__f8549319,MXFP_E2M1,MXFP_E5M2,MXFP_E5M2,FP_E5M6,success,0.94,47,50,0,50,242.03,2,multiworker,persistent,True,2,False,gpu_dual,require,ce5c4a796e09feb9,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e2m1/ce5c4a796e09feb9,28,4,8,8,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E5M6__f8549319,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E2M3__497a32d5,MXFP_E4M3,MXFP_E1M2,MXFP_E1M2,FP_E2M3,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,14,8,4,4,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E2M3__497a32d5,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E8M5__f3d53eb6,MXFP_E4M3,MXFP_E1M2,MXFP_E1M2,FP_E8M5,success,0.94,47,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,22,8,4,4,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E8M5__f3d53eb6,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E2M1__fp-FP_E5M6__368e5272,MXFP_E4M3,MXFP_E1M2,MXFP_E2M1,FP_E5M6,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,20,8,4,4,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E2M1__fp-FP_E5M6__368e5272,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E2M3__0efb2eca,MXFP_E4M3,MXFP_E1M2,MXFP_E4M3,FP_E2M3,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,18,8,4,8,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E2M3__0efb2eca,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E8M5__11fdcad1,MXFP_E4M3,MXFP_E1M2,MXFP_E4M3,FP_E8M5,success,0.96,48,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,26,8,4,8,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E8M5__11fdcad1,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E5M2__fp-FP_E5M6__6393b945,MXFP_E4M3,MXFP_E1M2,MXFP_E5M2,FP_E5M6,success,0.92,46,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,4,8,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E5M2__fp-FP_E5M6__6393b945,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E2M3__37a6876e,MXFP_E4M3,MXFP_E2M1,MXFP_E1M2,FP_E2M3,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,14,8,4,4,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E2M3__37a6876e,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E8M5__b5261261,MXFP_E4M3,MXFP_E2M1,MXFP_E1M2,FP_E8M5,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,22,8,4,4,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E8M5__b5261261,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E2M1__fp-FP_E5M6__cec1ef15,MXFP_E4M3,MXFP_E2M1,MXFP_E2M1,FP_E5M6,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,20,8,4,4,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E2M1__fp-FP_E5M6__cec1ef15,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E2M3__c753e50e,MXFP_E4M3,MXFP_E2M1,MXFP_E4M3,FP_E2M3,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,18,8,4,8,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E2M3__c753e50e,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E8M5__ecb8de22,MXFP_E4M3,MXFP_E2M1,MXFP_E4M3,FP_E8M5,success,0.04,2,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,26,8,4,8,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E8M5__ecb8de22,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E5M2__fp-FP_E5M6__34cc7b92,MXFP_E4M3,MXFP_E2M1,MXFP_E5M2,FP_E5M6,success,0.06,3,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,4,8,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E5M2__fp-FP_E5M6__34cc7b92,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E2M3__1f91b37e,MXFP_E4M3,MXFP_E4M3,MXFP_E1M2,FP_E2M3,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,18,8,8,4,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E2M3__1f91b37e,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E8M5__561bc0e4,MXFP_E4M3,MXFP_E4M3,MXFP_E1M2,FP_E8M5,success,0.92,46,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,26,8,8,4,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E8M5__561bc0e4,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E2M1__fp-FP_E5M6__ac6bc1fc,MXFP_E4M3,MXFP_E4M3,MXFP_E2M1,FP_E5M6,success,0.06,3,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,8,4,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E2M1__fp-FP_E5M6__ac6bc1fc,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E2M3__c8ab61bf,MXFP_E4M3,MXFP_E4M3,MXFP_E4M3,FP_E2M3,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,22,8,8,8,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E2M3__c8ab61bf,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E8M5__b941a05b,MXFP_E4M3,MXFP_E4M3,MXFP_E4M3,FP_E8M5,success,0.94,47,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,30,8,8,8,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E8M5__b941a05b,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E5M6__87a79271,MXFP_E4M3,MXFP_E4M3,MXFP_E5M2,FP_E5M6,success,0.92,46,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,28,8,8,8,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E5M6__87a79271,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E2M3__349022dc,MXFP_E4M3,MXFP_E5M2,MXFP_E1M2,FP_E2M3,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,18,8,8,4,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E2M3__349022dc,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E8M5__e0fc3877,MXFP_E4M3,MXFP_E5M2,MXFP_E1M2,FP_E8M5,success,0.9,45,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,26,8,8,4,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E8M5__e0fc3877,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E2M1__fp-FP_E5M6__32a0e4f8,MXFP_E4M3,MXFP_E5M2,MXFP_E2M1,FP_E5M6,success,0.02,1,50,1,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,8,4,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E2M1__fp-FP_E5M6__32a0e4f8,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E2M3__dee450e7,MXFP_E4M3,MXFP_E5M2,MXFP_E4M3,FP_E2M3,success,0.0,0,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,22,8,8,8,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E2M3__dee450e7,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E8M5__4fae7480,MXFP_E4M3,MXFP_E5M2,MXFP_E4M3,FP_E8M5,success,0.98,49,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,30,8,8,8,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E8M5__4fae7480,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E5M6__44b44867,MXFP_E4M3,MXFP_E5M2,MXFP_E5M2,FP_E5M6,success,0.92,46,50,0,50,243.35,2,multiworker,persistent,True,2,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,28,8,8,8,12,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E5M6__44b44867,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E2M3__b4eb0f2d,MXFP_E5M2,MXFP_E1M2,MXFP_E1M2,FP_E2M3,success,0.0,0,50,0,50,239.10,2,multiworker,persistent,True,2,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,14,8,4,4,6,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E2M3__b4eb0f2d,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E8M5__cd255751,MXFP_E5M2,MXFP_E1M2,MXFP_E1M2,FP_E8M5,success,0.94,47,50,0,50,239.10,2,multiworker,persistent,True,2,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,22,8,4,4,14,9001,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E8M5__cd255751,
