source_run,trial_id,weight_precision,act,kv,fp_setting,status,accuracy,correct,total,format_error_count,raw_output_count,runtime_sec,gpu,parallel_mode,model_lifecycle,trial_weight_reuse,visible_gpus,model_parallel,decode_weight_residency,server_port,returncode,gptq_cache_mode,gptq_cache_key,gptq_cache_hit,gptq_cache_path,log_dir,error_message,proxy_cost,act_bits_proxy,kv_bits_proxy,fp_bits_proxy,weight_bits_proxy
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E8M5__c6d2af0e,MXFP_E1M2,MXFP_E5M2,MXFP_E1M2,FP_E8M5,success,0.94,47,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E8M5__c6d2af0e,,26,8,4,14,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E5M6__000524cb,MXFP_E2M1,MXFP_E1M2,MXFP_E4M3,FP_E5M6,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E5M6__000524cb,,24,4,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E6M5__53f46758,MXFP_E2M1,MXFP_E1M2,MXFP_E4M3,FP_E6M5,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E6M5__53f46758,,24,4,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E8M5__8599035b,MXFP_E2M1,MXFP_E1M2,MXFP_E4M3,FP_E8M5,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E8M5__8599035b,,26,4,8,14,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E5M6__5c449136,MXFP_E2M1,MXFP_E5M2,MXFP_E1M2,FP_E5M6,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E5M6__5c449136,,24,8,4,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E5M6__2e293daa,MXFP_E2M1,MXFP_E5M2,MXFP_E4M3,FP_E5M6,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E5M6__2e293daa,,28,8,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E6M5__53331d86,MXFP_E2M1,MXFP_E5M2,MXFP_E4M3,FP_E6M5,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E6M5__53331d86,,28,8,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E8M5__e6e952e1,MXFP_E2M1,MXFP_E5M2,MXFP_E4M3,FP_E8M5,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E8M5__e6e952e1,,30,8,8,14,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E5M6__f8549319,MXFP_E2M1,MXFP_E5M2,MXFP_E5M2,FP_E5M6,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E5M6__f8549319,,28,8,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E6M5__ab971f30,MXFP_E2M1,MXFP_E5M2,MXFP_E5M2,FP_E6M5,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E6M5__ab971f30,,28,8,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E8M5__d319597e,MXFP_E2M1,MXFP_E5M2,MXFP_E5M2,FP_E8M5,success,0.94,47,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E8M5__d319597e,,30,8,8,14,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_4__kv-MXINT_8__fp-FP_E5M6__89c3a445,MXINT_4,MXINT_4,MXINT_8,FP_E5M6,success,0.94,47,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_4__kv-MXINT_8__fp-FP_E5M6__89c3a445,,24,4,8,12,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_8__kv-MXINT_4__fp-FP_E6M5__636e3b6d,MXINT_4,MXINT_8,MXINT_4,FP_E6M5,success,0.94,47,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_8__kv-MXINT_4__fp-FP_E6M5__636e3b6d,,24,8,4,12,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_8__kv-MXINT_4__fp-FP_E8M5__1787d56f,MXINT_4,MXINT_8,MXINT_4,FP_E8M5,success,0.94,47,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_8__kv-MXINT_4__fp-FP_E8M5__1787d56f,,26,8,4,14,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_8__kv-MXINT_8__fp-FP_E5M6__fc12569c,MXINT_4,MXINT_8,MXINT_8,FP_E5M6,success,0.94,47,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_8__kv-MXINT_8__fp-FP_E5M6__fc12569c,,28,8,8,12,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_8__kv-MXINT_8__fp-FP_E6M5__b4fb2ba7,MXINT_4,MXINT_8,MXINT_8,FP_E6M5,success,0.94,47,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_8__kv-MXINT_8__fp-FP_E6M5__b4fb2ba7,,28,8,8,12,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_8__kv-MXINT_8__fp-FP_E8M5__7f06a4d2,MXINT_4,MXINT_8,MXINT_8,FP_E8M5,success,0.94,47,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_8__kv-MXINT_8__fp-FP_E8M5__7f06a4d2,,30,8,8,14,4
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_4__kv-MXINT_4__fp-FP_E6M5__65c25552,MXINT_8,MXINT_4,MXINT_4,FP_E6M5,success,0.94,47,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_4__kv-MXINT_4__fp-FP_E6M5__65c25552,,20,4,4,12,8
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_4__kv-MXINT_4__fp-FP_E8M5__e3542a7e,MXINT_8,MXINT_4,MXINT_4,FP_E8M5,success,0.94,47,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_4__kv-MXINT_4__fp-FP_E8M5__e3542a7e,,22,4,4,14,8
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_4__kv-MXINT_8__fp-FP_E5M6__4c19f007,MXINT_8,MXINT_4,MXINT_8,FP_E5M6,success,0.94,47,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_4__kv-MXINT_8__fp-FP_E5M6__4c19f007,,24,4,8,12,8
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_8__kv-MXINT_8__fp-FP_E6M5__35fa8d46,MXINT_8,MXINT_8,MXINT_8,FP_E6M5,success,0.94,47,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_8__kv-MXINT_8__fp-FP_E6M5__35fa8d46,,28,8,8,12,8
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_8__kv-MXINT_8__fp-FP_E8M5__52bd0e12,MXINT_8,MXINT_8,MXINT_8,FP_E8M5,success,0.94,47,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_8__kv-MXINT_8__fp-FP_E8M5__52bd0e12,,30,8,8,14,8
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E5M6__850b3da5,MXFP_E2M1,MXFP_E4M3,MXFP_E5M2,FP_E5M6,success,0.92,46,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E5M6__850b3da5,,28,8,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E6M5__537d590f,MXFP_E2M1,MXFP_E5M2,MXFP_E1M2,FP_E6M5,success,0.92,46,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E6M5__537d590f,,24,8,4,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E8M5__5793840e,MXFP_E2M1,MXFP_E5M2,MXFP_E1M2,FP_E8M5,success,0.92,46,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E8M5__5793840e,,26,8,4,14,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_4__kv-MXINT_4__fp-FP_E5M6__e1c02db0,MXINT_4,MXINT_4,MXINT_4,FP_E5M6,success,0.92,46,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_4__kv-MXINT_4__fp-FP_E5M6__e1c02db0,,20,4,4,12,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_8__kv-MXINT_4__fp-FP_E5M6__0680dd8d,MXINT_4,MXINT_8,MXINT_4,FP_E5M6,success,0.92,46,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_8__kv-MXINT_4__fp-FP_E5M6__0680dd8d,,24,8,4,12,4
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_8__kv-MXINT_4__fp-FP_E5M6__17543011,MXINT_8,MXINT_8,MXINT_4,FP_E5M6,success,0.92,46,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_8__kv-MXINT_4__fp-FP_E5M6__17543011,,24,8,4,12,8
