bank_conflict_stall_cycles,batch_scaling_efficiency,batch_size,by_layer_type,context_length,cycles,cycles_per_decode_step,cycles_per_output_token,decode_tokens,logical_hbm_read_bytes,logical_hbm_write_bytes,model,output_tokens,packet_ops,physical_hbm_read_bytes,physical_hbm_write_bytes,request_tpot_us_proxy,resource_utilization,routing_assumption,speedup_vs_arlo_same_batch,throughput_scaling_vs_b1,throughput_tokens_per_second_proxy,variant
0,1.0,1,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 6176754, ""hbm_cycles"": 6025536, ""layout_service_cycles"": 0, ""matrix_cycles"": 118152, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 33066}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 256, ""hbm_cycles"": 256, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 14631808, ""hbm_cycles"": 14459776, ""layout_service_cycles"": 0, ""matrix_cycles"": 172032, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 44208544, ""hbm_cycles"": 19255936, ""layout_service_cycles"": 0, ""matrix_cycles"": 434976, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 24519840}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 22277984, ""hbm_cycles"": 21354304, ""layout_service_cycles"": 0, ""matrix_cycles"": 901600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 22080}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 608, ""hbm_cycles"": 384, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 224}}",2048,87295954,2727998.5625,2727998.5625,32,93594419200,1694486528,nemotron3,32,0,93594419200,1694486528,2727.9985625,"{""hbm"": 0.6998742690869728, ""matrix"": 0.01863499882251129, ""vector"": 0.28151602535897596}",maximum_distinct,1.1522148895927067,1.0,366.5691081169696,E_stream_addressing
17334272,1.0,1,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 6176754, ""hbm_cycles"": 6025536, ""layout_service_cycles"": 0, ""matrix_cycles"": 118152, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 33066}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 256, ""hbm_cycles"": 256, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 14631808, ""hbm_cycles"": 14459776, ""layout_service_cycles"": 0, ""matrix_cycles"": 172032, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 17334272, ""cycles"": 50897312, ""hbm_cycles"": 19255936, ""layout_service_cycles"": 0, ""matrix_cycles"": 434976, ""packet_ops"": 376832, ""packet_service_cycles"": 18276352, ""vector_cycles"": 31208608}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 22277984, ""hbm_cycles"": 21354304, ""layout_service_cycles"": 0, ""matrix_cycles"": 901600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 22080}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 608, ""hbm_cycles"": 384, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 224}}",2048,93984722,2937022.5625,2937022.5625,32,93594419200,1694486528,nemotron3,32,376832,93594419200,1694486528,2937.0225625,"{""hbm"": 0.6500651456946375, ""matrix"": 0.017308770674450684, ""vector"": 0.33264957681100554}",maximum_distinct,1.070213284239964,1.0,340.48087092282935,H_packet_row_major
0,1.0,1,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 6176754, ""hbm_cycles"": 6025536, ""layout_service_cycles"": 0, ""matrix_cycles"": 118152, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 33066}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 256, ""hbm_cycles"": 256, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 14631808, ""hbm_cycles"": 14459776, ""layout_service_cycles"": 0, ""matrix_cycles"": 172032, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 33845664, ""hbm_cycles"": 19255936, ""layout_service_cycles"": 94208, ""matrix_cycles"": 434976, ""packet_ops"": 376832, ""packet_service_cycles"": 942080, ""vector_cycles"": 14062752}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 22277984, ""hbm_cycles"": 21354304, ""layout_service_cycles"": 0, ""matrix_cycles"": 901600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 22080}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 608, ""hbm_cycles"": 384, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 224}}",2048,76933074,2404158.5625,2404158.5625,32,93594419200,1694486528,nemotron3,32,376832,93594419200,1694486528,2404.1585625,"{""banked_output_sram"": 0.0012245448557014634, ""hbm"": 0.7941472870302829, ""matrix"": 0.021145131936363287, ""vector"": 0.1835117364477078}",maximum_distinct,1.3074181593211782,1.0,415.9459428333775,I_packet_affine
0,1.0,1,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 6176754, ""hbm_cycles"": 6025536, ""layout_service_cycles"": 0, ""matrix_cycles"": 118152, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 33066}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 256, ""hbm_cycles"": 256, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 14631808, ""hbm_cycles"": 14459776, ""layout_service_cycles"": 0, ""matrix_cycles"": 172032, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 33751456, ""hbm_cycles"": 19255936, ""layout_service_cycles"": 94208, ""matrix_cycles"": 434976, ""packet_ops"": 376832, ""packet_service_cycles"": 942080, ""vector_cycles"": 14062752}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 22277984, ""hbm_cycles"": 21354304, ""layout_service_cycles"": 0, ""matrix_cycles"": 901600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 22080}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 608, ""hbm_cycles"": 384, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 224}}",2048,76838866,2401214.5625,2401214.5625,32,93594419200,1694486528,nemotron3,32,376832,93594419200,1694486528,2401.2145625,"{""banked_output_sram"": 0.001226046204273759, ""hbm"": 0.7951209482971807, ""matrix"": 0.021171056845112734, ""vector"": 0.18373673031561918}",maximum_distinct,1.3090211143928125,1.0,416.45591177777146,J_packet_affine_overlap
0,1.0,1,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 808960, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 9600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 686272}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 30171904, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 354816, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4928}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 416, ""hbm_cycles"": 416, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1550252256, ""hbm_cycles"": 1274855040, ""layout_service_cycles"": 0, ""matrix_cycles"": 14945952, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260451264}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1279912832, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 32272128, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 924416}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 48760928, ""hbm_cycles"": 48187488, ""layout_service_cycles"": 0, ""matrix_cycles"": 573440, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 235230024, ""hbm_cycles"": 229802760, ""layout_service_cycles"": 0, ""matrix_cycles"": 5247120, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 180144}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 896, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 576}}",2048,3145138216,98285569.25,98285569.25,32,4399355468800,14586183680,kimi_k3,32,0,4399355469824,14586183680,98285.56925,"{""hbm"": 0.8996385423081833, ""matrix"": 0.016979557759441884, ""vector"": 0.08338189993237487}",maximum_distinct,1.0,1.0,10.17443361859554,B_arlo_stride_postincrement
0,1.0,1,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 808960, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 9600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 686272}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 30171904, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 354816, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4928}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 416, ""hbm_cycles"": 416, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1473943776, ""hbm_cycles"": 1274855040, ""layout_service_cycles"": 0, ""matrix_cycles"": 14945952, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 184142784}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1279912832, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 32272128, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 924416}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 48760928, ""hbm_cycles"": 48187488, ""layout_service_cycles"": 0, ""matrix_cycles"": 573440, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 235230024, ""hbm_cycles"": 229802760, ""layout_service_cycles"": 0, ""matrix_cycles"": 5247120, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 180144}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 896, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 576}}",2048,3068829736,95900929.25,95900929.25,32,4399355468800,14586183680,kimi_k3,32,0,4399355469824,14586183680,95900.92925,"{""hbm"": 0.9220086493583168, ""matrix"": 0.017401765687270438, ""vector"": 0.06058958495441273}",maximum_distinct,1.02486566103842,1.0,10.42742763621344,E_stream_addressing
156008448,1.0,1,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 808960, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 9600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 686272}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 30171904, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 354816, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4928}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 416, ""hbm_cycles"": 416, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 156008448, ""cycles"": 1583743200, ""hbm_cycles"": 1274855040, ""layout_service_cycles"": 0, ""matrix_cycles"": 14945952, ""packet_ops"": 3391488, ""packet_service_cycles"": 164487168, ""vector_cycles"": 293942208}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1279912832, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 32272128, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 924416}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 48760928, ""hbm_cycles"": 48187488, ""layout_service_cycles"": 0, ""matrix_cycles"": 573440, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 235230024, ""hbm_cycles"": 229802760, ""layout_service_cycles"": 0, ""matrix_cycles"": 5247120, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 180144}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 896, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 576}}",2048,3178629160,99332161.25,99332161.25,32,4399355468800,14586183680,kimi_k3,32,3391488,4399355469824,14586183680,99332.16125,"{""hbm"": 0.8901596938725623, ""matrix"": 0.016800656292978826, ""vector"": 0.09303964983445882}",maximum_distinct,0.9894637146033103,1.0,10.067232882240342,H_packet_row_major
0,1.0,1,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 808960, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 9600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 686272}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 30171904, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 354816, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4928}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 416, ""hbm_cycles"": 416, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1428688608, ""hbm_cycles"": 1274855040, ""layout_service_cycles"": 105984, ""matrix_cycles"": 14945952, ""packet_ops"": 3391488, ""packet_service_cycles"": 8478720, ""vector_cycles"": 138781632}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1279912832, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 32272128, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 924416}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 48760928, ""hbm_cycles"": 48187488, ""layout_service_cycles"": 0, ""matrix_cycles"": 573440, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 235230024, ""hbm_cycles"": 229802760, ""layout_service_cycles"": 0, ""matrix_cycles"": 5247120, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 180144}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 896, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 576}}",2048,3023574568,94486705.25,94486705.25,32,4399355468800,14586183680,kimi_k3,32,3391488,4399355469824,14586183680,94486.70525,"{""banked_output_sram"": 3.5052550422166405e-05, ""hbm"": 0.9358087576029644, ""matrix"": 0.017662225554213616, ""vector"": 0.04649396429239975}",maximum_distinct,1.0402052753342248,1.0,10.583499523600967,I_packet_affine
0,1.0,1,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 808960, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 9600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 686272}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 30171904, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 354816, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4928}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 416, ""hbm_cycles"": 416, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1428582624, ""hbm_cycles"": 1274855040, ""layout_service_cycles"": 105984, ""matrix_cycles"": 14945952, ""packet_ops"": 3391488, ""packet_service_cycles"": 8478720, ""vector_cycles"": 138781632}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1279912832, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 32272128, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 924416}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 48760928, ""hbm_cycles"": 48187488, ""layout_service_cycles"": 0, ""matrix_cycles"": 573440, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 235230024, ""hbm_cycles"": 229802760, ""layout_service_cycles"": 0, ""matrix_cycles"": 5247120, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 180144}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 896, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 576}}",2048,3023468584,94483393.25,94483393.25,32,4399355468800,14586183680,kimi_k3,32,3391488,4399355469824,14586183680,94483.39325,"{""banked_output_sram"": 3.5053779146527425e-05, ""hbm"": 0.9358415612364769, ""matrix"": 0.01766284468196743, ""vector"": 0.0464955940815557}",maximum_distinct,1.0402417384602134,1.0,10.583870515255866,J_packet_affine_overlap
0,0.6350482879076048,2,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 6591672, ""hbm_cycles"": 6290016, ""layout_service_cycles"": 0, ""matrix_cycles"": 236208, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 65448}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 448, ""hbm_cycles"": 448, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 14809312, ""hbm_cycles"": 14465248, ""layout_service_cycles"": 0, ""matrix_cycles"": 344064, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 97832768, ""hbm_cycles"": 21352800, ""layout_service_cycles"": 0, ""matrix_cycles"": 869952, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 75612224}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 39152256, ""hbm_cycles"": 37311520, ""layout_service_cycles"": 0, ""matrix_cycles"": 1800992, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 39744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1024, ""hbm_cycles"": 576, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 448}}",2048,158387480,4949608.75,2474804.375,32,120492662784,3388973056,nemotron3,64,0,120492662784,3388973056,4949.60875,"{""hbm"": 0.5014323606891151, ""matrix"": 0.020526975995829973, ""vector"": 0.4780546038108568}",maximum_distinct,1.0,1.2700965758152096,404.0723420815837,B_arlo_stride_postincrement
0,0.6622762669423886,2,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 6591672, ""hbm_cycles"": 6290016, ""layout_service_cycles"": 0, ""matrix_cycles"": 236208, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 65448}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 448, ""hbm_cycles"": 448, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 14809312, ""hbm_cycles"": 14465248, ""layout_service_cycles"": 0, ""matrix_cycles"": 344064, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 71257280, ""hbm_cycles"": 21352800, ""layout_service_cycles"": 0, ""matrix_cycles"": 869952, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 49036736}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 39152256, ""hbm_cycles"": 37311520, ""layout_service_cycles"": 0, ""matrix_cycles"": 1800992, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 39744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1024, ""hbm_cycles"": 576, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 448}}",2048,131811992,4119124.75,2059562.375,32,120492662784,3388973056,nemotron3,64,0,120492662784,3388973056,4119.12475,"{""hbm"": 0.6025294572590937, ""matrix"": 0.024665555467821166, ""vector"": 0.37282173840449967}",maximum_distinct,1.2016166177050112,1.3245525338847772,485.5400410002149,E_stream_addressing
34668544,0.647324385543839,2,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 6591672, ""hbm_cycles"": 6290016, ""layout_service_cycles"": 0, ""matrix_cycles"": 236208, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 65448}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 448, ""hbm_cycles"": 448, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 14809312, ""hbm_cycles"": 14465248, ""layout_service_cycles"": 0, ""matrix_cycles"": 344064, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 34668544, ""cycles"": 84634816, ""hbm_cycles"": 21352800, ""layout_service_cycles"": 0, ""matrix_cycles"": 869952, ""packet_ops"": 753664, ""packet_service_cycles"": 36552704, ""vector_cycles"": 62414272}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 39152256, ""hbm_cycles"": 37311520, ""layout_service_cycles"": 0, ""matrix_cycles"": 1800992, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 39744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1024, ""hbm_cycles"": 576, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 448}}",2048,145189528,4537172.75,2268586.375,32,120492662784,3388973056,nemotron3,64,753664,120492662784,3388973056,4537.17275,"{""hbm"": 0.5470133355623279, ""matrix"": 0.022392909769635726, ""vector"": 0.430608962376405}",maximum_distinct,1.0909015421552992,1.294648771087678,440.8031411191033,H_packet_row_major
0,0.6925527368684176,2,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 6591672, ""hbm_cycles"": 6290016, ""layout_service_cycles"": 0, ""matrix_cycles"": 236208, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 65448}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 448, ""hbm_cycles"": 448, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 14809312, ""hbm_cycles"": 14465248, ""layout_service_cycles"": 0, ""matrix_cycles"": 344064, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50531520, ""hbm_cycles"": 21352800, ""layout_service_cycles"": 188416, ""matrix_cycles"": 869952, ""packet_ops"": 753664, ""packet_service_cycles"": 1884160, ""vector_cycles"": 28122560}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 39152256, ""hbm_cycles"": 37311520, ""layout_service_cycles"": 0, ""matrix_cycles"": 1800992, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 39744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1024, ""hbm_cycles"": 576, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 448}}",2048,111086232,3471444.75,1735722.375,32,120492662784,3388973056,nemotron3,64,753664,120492662784,3388973056,3471.44475,"{""banked_output_sram"": 0.0016961237824683801, ""hbm"": 0.7149455568895342, ""matrix"": 0.02926749734386526, ""vector"": 0.2541106984347079}",maximum_distinct,1.4258065752018667,1.3851054737368351,576.1290021971399,I_packet_affine
